activity_id,user_id,hotel_id,is_bookmark,is_watching
a1745,u0172,h1022,0,1
a1746,u0390,h1004,0,1
a1747,u0509,h1008,0,1
a1748,u0026,h1019,0,1
a1749,u0645,h1011,0,1
a1750,u0694,h1023,0,1
a1751,u0352,h1008,0,1
a1752,u0831,h1007,0,1
a1753,u0658,h1012,1,0
a1754,u0547,h1010,0,1
a1755,u0751,h1002,0,1
a1756,u0844,h1006,1,0
a1757,u0779,h1002,1,0
a1758,u0683,h1006,0,1
a1759,u0455,h1009,0,1
a1760,u0179,h1004,1,0
a1761,u1288,h1005,1,0
a1762,u1007,h1012,0,1
a1763,u0976,h1021,0,1
a1764,u0770,h1018,0,1
a1765,u0311,h1020,1,0
a1766,u1080,h1013,0,1
a1767,u0847,h1011,0,1
a1768,u0425,h1016,0,1
a1769,u0731,h1004,1,0
a1770,u1422,h1009,0,1
a1771,u0255,h1003,0,1
a1772,u1416,h1002,0,1
a1773,u1134,h1003,0,1
a1774,u0241,h1013,0,1
a1775,u1151,h1016,0,1
a1776,u0374,h1005,0,1
a1777,u0035,h1012,0,1
a1778,u0880,h1008,1,0
a1779,u1002,h1007,0,1
a1780,u0207,h1023,0,1
a1781,u0009,h1008,1,0
a1782,u1202,h1023,0,1
a1783,u1049,h1012,0,1
a1784,u1262,h1009,0,1
a1785,u1360,h1015,0,1
a1786,u0190,h1012,0,1
a1787,u0289,h1001,0,1
a1788,u0169,h1011,0,1
a1789,u1497,h1009,1,0
a1790,u1438,h1016,0,1
a1791,u0035,h1001,1,0
a1792,u0190,h1019,0,1
a1793,u0819,h1008,1,0
a1794,u0951,h1003,1,0
a1795,u1058,h1009,0,1
a1796,u0667,h1019,1,0
a1797,u0687,h1008,0,1
a1798,u0800,h1007,0,1
a1799,u1243,h1011,0,1
a1800,u1354,h1018,0,1
a1801,u0442,h1004,0,1
a1802,u1364,h1020,0,1
a1803,u1120,h1021,0,1
a1804,u0644,h1023,0,1
a1805,u0562,h1001,0,1
a1806,u1017,h1003,0,1
a1807,u0631,h1006,0,1
a1808,u0044,h1017,0,1
a1809,u0135,h1008,0,1
a1810,u1096,h1007,0,1
a1811,u1021,h1016,1,0
a1812,u0470,h1017,0,1
a1813,u1215,h1014,1,0
a1814,u1476,h1003,0,1
a1815,u0026,h1003,0,1
a1816,u0664,h1008,0,1
a1817,u0709,h1022,0,1
a1818,u0125,h1017,0,1
a1819,u0020,h1017,0,1
a1820,u1165,h1002,0,1
a1821,u0913,h1023,0,1
a1822,u0936,h1020,0,1
a1823,u0187,h1018,0,1
a1824,u1325,h1008,1,0
a1825,u0577,h1012,0,1
a1826,u0670,h1014,0,1
a1827,u0460,h1021,0,1
a1828,u0832,h1019,1,0
a1829,u1053,h1023,0,1
a1830,u0435,h1004,1,0
a1831,u1369,h1022,0,1
a1832,u0570,h1018,1,0
a1833,u1049,h1007,0,1
a1834,u0825,h1021,1,0
a1835,u0934,h1012,0,1
a1836,u0350,h1008,0,1
a1837,u0909,h1016,1,0
a1838,u1192,h1007,1,0
a1839,u0690,h1004,0,1
a1840,u1055,h1018,0,1
a1841,u0742,h1008,0,1
a1842,u1199,h1017,0,1
a1843,u0262,h1009,1,0
a1844,u0749,h1010,1,0
a1845,u1084,h1006,0,1
a1846,u0009,h1002,0,1
a1847,u1414,h1010,0,1
a1848,u0035,h1004,1,0
a1849,u0813,h1012,0,1
a1850,u1349,h1013,0,1
a1851,u1037,h1002,1,0
a1852,u0225,h1002,0,1
a1853,u1373,h1009,0,1
a1854,u1439,h1015,0,1
a1855,u0399,h1011,1,0
a1856,u0376,h1020,0,1
a1857,u1179,h1023,0,1
a1858,u1402,h1003,1,0
a1859,u0833,h1002,0,1
a1860,u0621,h1013,1,0
a1861,u1249,h1017,1,0
a1862,u0382,h1009,1,0
a1863,u0167,h1009,0,1
a1864,u1233,h1020,0,1
a1865,u1458,h1021,1,0
a1866,u1088,h1016,0,1
a1867,u0300,h1003,0,1
a1868,u0563,h1012,1,0
a1869,u0530,h1014,0,1
a1870,u1014,h1011,0,1
a1871,u1224,h1001,1,0
a1872,u0057,h1005,0,1
a1873,u0341,h1014,0,1
a1874,u1198,h1001,1,0
a1875,u0212,h1011,0,1
a1876,u0575,h1013,0,1
a1877,u0608,h1013,0,1
a1878,u1193,h1006,1,0
a1879,u0229,h1014,0,1
a1880,u0505,h1017,1,0
a1881,u1311,h1022,0,1
a1882,u1094,h1004,0,1
a1883,u0372,h1010,1,0
a1884,u1439,h1011,0,1
a1885,u0214,h1016,0,1
a1886,u0980,h1007,0,1
a1887,u1223,h1018,0,1
a1888,u0436,h1018,1,0
a1889,u0634,h1016,1,0
a1890,u0961,h1014,0,1
a1891,u0814,h1001,0,1
a1892,u1091,h1013,0,1
a1893,u0287,h1008,0,1
a1894,u0597,h1009,0,1
a1895,u1335,h1017,0,1
a1896,u1174,h1018,0,1
a1897,u0661,h1013,0,1
a1898,u0514,h1008,0,1
a1899,u1204,h1021,0,1
a1900,u0404,h1006,1,0
a1901,u0419,h1016,1,0
a1902,u0689,h1009,0,1
a1903,u1307,h1015,0,1
a1904,u0050,h1018,1,0
a1905,u0413,h1014,0,1
a1906,u0257,h1021,0,1
a1907,u0808,h1004,0,1
a1908,u0818,h1008,1,0
a1909,u0484,h1002,0,1
a1910,u1388,h1001,0,1
a1911,u1124,h1018,0,1
a1912,u1123,h1011,1,0
a1913,u0999,h1013,0,1
a1914,u1461,h1004,1,0
a1915,u1122,h1021,0,1
a1916,u0971,h1007,0,1
a1917,u0415,h1009,1,0
a1918,u1094,h1008,0,1
a1919,u0840,h1023,0,1
a1920,u1484,h1015,0,1
a1921,u1281,h1003,0,1
a1922,u0429,h1008,0,1
a1923,u1373,h1023,0,1
a1924,u0368,h1001,1,0
a1925,u0442,h1019,1,0
a1926,u0493,h1020,0,1
a1927,u0069,h1021,1,0
a1928,u0293,h1004,0,1
a1929,u0528,h1018,1,0
a1930,u1126,h1003,1,0
a1931,u0404,h1009,0,1
a1932,u0272,h1001,0,1
a1933,u0237,h1017,0,1
a1934,u0514,h1015,0,1
a1935,u0153,h1003,0,1
a1936,u0017,h1002,0,1
a1937,u0574,h1012,1,0
a1938,u1038,h1002,1,0
a1939,u0652,h1023,0,1
a1940,u1279,h1014,0,1
a1941,u0736,h1013,1,0
a1942,u1252,h1012,1,0
a1943,u0505,h1017,0,1
a1944,u1027,h1004,0,1
a1945,u0159,h1002,1,0
a1946,u0234,h1016,0,1
a1947,u0506,h1019,0,1
a1948,u1011,h1013,1,0
a1949,u0101,h1023,0,1
a1950,u0905,h1008,0,1
a1951,u0389,h1003,0,1
a1952,u0905,h1010,1,0
a1953,u1110,h1006,0,1
a1954,u0740,h1016,0,1
a1955,u0970,h1012,0,1
a1956,u0500,h1001,1,0
a1957,u0269,h1015,1,0
a1958,u0612,h1007,0,1
a1959,u1022,h1001,0,1
a1960,u0513,h1005,0,1
a1961,u0800,h1012,1,0
a1962,u1284,h1005,0,1
a1963,u1161,h1005,0,1
a1964,u1321,h1012,0,1
a1965,u0395,h1002,0,1
a1966,u0192,h1010,0,1
a1967,u1110,h1016,0,1
a1968,u1276,h1015,1,0
a1969,u0270,h1008,1,0
a1970,u0302,h1014,1,0
a1971,u1143,h1019,0,1
a1972,u0998,h1003,1,0
a1973,u0187,h1006,0,1
a1974,u0944,h1009,1,0
a1975,u1103,h1009,0,1
a1976,u0217,h1009,0,1
a1977,u0500,h1022,0,1
a1978,u0358,h1003,1,0
a1979,u0368,h1013,1,0
a1980,u0787,h1016,1,0
a1981,u1422,h1002,0,1
a1982,u0554,h1014,0,1
a1983,u0812,h1007,1,0
a1984,u1355,h1005,0,1
a1985,u0141,h1002,1,0
a1986,u0075,h1007,0,1
a1987,u0608,h1006,1,0
a1988,u0605,h1009,1,0
a1989,u1208,h1006,1,0
a1990,u0705,h1015,0,1
a1991,u0335,h1023,0,1
a1992,u0703,h1014,0,1
a1993,u0362,h1018,1,0
a1994,u0551,h1017,1,0
a1995,u0628,h1010,0,1
a1996,u1476,h1003,1,0
a1997,u1360,h1011,0,1
a1998,u0694,h1001,0,1
a1999,u1365,h1006,1,0
a2000,u0858,h1022,0,1
a2001,u0152,h1010,0,1
a2002,u1101,h1008,0,1
a2003,u0583,h1014,1,0
a2004,u0841,h1008,0,1
a2005,u1236,h1010,0,1
a2006,u1363,h1007,0,1
a2007,u1402,h1015,0,1
a2008,u0383,h1023,0,1
a2009,u0079,h1008,0,1
a2010,u1249,h1015,0,1
a2011,u0720,h1020,1,0
a2012,u1301,h1001,0,1
a2013,u0609,h1008,1,0
a2014,u0811,h1006,0,1
a2015,u0169,h1010,0,1
a2016,u1098,h1003,0,1
a2017,u0771,h1018,1,0
a2018,u0857,h1013,1,0
a2019,u0626,h1011,0,1
a2020,u0987,h1017,0,1
a2021,u0943,h1006,0,1
a2022,u0544,h1005,0,1
a2023,u0633,h1020,0,1
a2024,u0117,h1023,0,1
a2025,u1148,h1012,0,1
a2026,u0516,h1015,0,1
a2027,u0802,h1023,0,1
a2028,u1352,h1017,0,1
a2029,u0641,h1011,0,1
a2030,u0828,h1001,0,1
a2031,u0958,h1015,1,0
a2032,u0397,h1019,0,1
a2033,u1499,h1017,0,1
a2034,u0834,h1016,0,1
a2035,u1207,h1019,0,1
a2036,u0352,h1004,0,1
a2037,u1278,h1020,0,1
a2038,u1265,h1010,1,0
a2039,u0347,h1017,0,1
a2040,u0138,h1008,0,1
a2041,u0748,h1004,1,0
a2042,u1100,h1014,0,1
a2043,u1491,h1023,0,1
a2044,u0401,h1014,0,1
a2045,u1116,h1019,1,0
a2046,u0140,h1006,0,1
a2047,u0224,h1010,1,0
a2048,u0531,h1023,1,0
a2049,u0435,h1002,0,1
a2050,u0281,h1007,1,0
a2051,u1433,h1016,0,1
a2052,u0592,h1016,1,0
a2053,u1454,h1014,1,0
a2054,u1083,h1002,0,1
a2055,u1486,h1023,0,1
a2056,u0131,h1017,0,1
a2057,u0298,h1001,0,1
a2058,u0552,h1021,0,1
a2059,u0375,h1006,1,0
a2060,u0922,h1018,1,0
a2061,u0483,h1007,0,1
a2062,u0544,h1002,0,1
a2063,u0119,h1023,1,0
a2064,u1496,h1022,0,1
a2065,u0805,h1017,0,1
a2066,u1359,h1009,1,0
a2067,u0974,h1001,0,1
a2068,u0921,h1007,0,1
a2069,u0268,h1003,0,1
a2070,u1485,h1002,1,0
a2071,u1265,h1002,1,0
a2072,u0859,h1017,0,1
a2073,u0128,h1004,0,1
a2074,u0683,h1006,0,1
a2075,u0776,h1018,0,1
a2076,u0783,h1020,0,1
a2077,u1470,h1006,0,1
a2078,u1174,h1007,0,1
a2079,u0235,h1018,0,1
a2080,u1297,h1014,1,0
a2081,u0405,h1014,1,0
a2082,u1305,h1011,1,0
a2083,u0442,h1013,1,0
a2084,u0916,h1017,0,1
a2085,u0578,h1008,0,1
a2086,u1175,h1014,0,1
a2087,u1391,h1023,0,1
a2088,u1455,h1003,0,1
a2089,u0151,h1010,0,1
a2090,u0775,h1015,1,0
a2091,u0369,h1019,1,0
a2092,u0318,h1006,1,0
a2093,u0133,h1010,1,0
a2094,u1152,h1014,0,1
a2095,u0214,h1006,0,1
a2096,u1343,h1005,0,1
a2097,u0835,h1005,1,0
a2098,u1456,h1023,0,1
a2099,u0137,h1011,0,1
a2100,u0545,h1008,1,0
a2101,u1188,h1018,0,1
a2102,u0561,h1014,0,1
a2103,u0860,h1004,1,0
a2104,u1118,h1008,0,1
a2105,u0354,h1010,0,1
a2106,u0557,h1021,0,1
a2107,u0001,h1009,0,1
a2108,u0771,h1016,0,1
a2109,u0423,h1001,0,1
a2110,u0296,h1022,1,0
a2111,u1279,h1017,0,1
a2112,u0033,h1007,0,1
a2113,u0353,h1009,0,1
a2114,u0528,h1005,0,1
a2115,u1442,h1023,0,1
a2116,u1048,h1012,0,1
a2117,u0467,h1014,0,1
a2118,u0687,h1001,1,0
a2119,u1472,h1014,1,0
a2120,u1493,h1013,1,0
a2121,u1341,h1015,0,1
a2122,u0993,h1009,0,1
a2123,u0698,h1001,0,1
a2124,u0637,h1011,1,0
a2125,u1207,h1012,0,1
a2126,u0932,h1002,0,1
a2127,u0885,h1001,0,1
a2128,u0670,h1002,0,1
a2129,u0001,h1010,0,1
a2130,u1483,h1005,1,0
a2131,u1178,h1014,1,0
a2132,u0200,h1021,1,0
a2133,u0139,h1013,0,1
a2134,u1253,h1009,0,1
a2135,u1321,h1019,0,1
a2136,u1397,h1011,0,1
a2137,u0545,h1016,1,0
a2138,u0053,h1004,1,0
a2139,u1425,h1017,1,0
a2140,u0564,h1013,0,1
a2141,u1479,h1022,0,1
a2142,u0892,h1001,0,1
a2143,u1021,h1013,0,1
a2144,u0622,h1012,0,1
a2145,u0919,h1017,0,1
a2146,u1010,h1007,1,0
a2147,u0610,h1006,1,0
a2148,u1038,h1008,0,1
a2149,u0071,h1008,1,0
a2150,u1092,h1003,0,1
a2151,u0664,h1021,0,1
a2152,u0773,h1015,0,1
a2153,u0933,h1010,0,1
a2154,u0555,h1002,0,1
a2155,u0634,h1015,0,1
a2156,u1131,h1003,1,0
a2157,u1217,h1016,0,1
a2158,u1071,h1016,0,1
a2159,u0655,h1009,1,0
a2160,u1300,h1004,1,0
a2161,u0087,h1009,0,1
a2162,u1234,h1002,0,1
a2163,u0490,h1003,1,0
a2164,u0907,h1009,0,1
a2165,u1210,h1001,1,0
a2166,u0174,h1009,0,1
a2167,u1224,h1021,0,1
a2168,u0690,h1008,1,0
a2169,u0954,h1021,1,0
a2170,u0628,h1016,1,0
a2171,u1287,h1017,0,1
a2172,u1429,h1023,0,1
a2173,u1036,h1013,1,0
a2174,u0053,h1002,1,0
a2175,u0441,h1020,0,1
a2176,u0228,h1023,0,1
a2177,u1214,h1014,0,1
a2178,u0206,h1020,0,1
a2179,u0458,h1020,1,0
a2180,u0096,h1014,0,1
a2181,u0959,h1020,0,1
a2182,u0282,h1011,0,1
a2183,u1223,h1011,0,1
a2184,u1145,h1012,0,1
a2185,u1461,h1017,1,0
a2186,u0369,h1007,0,1
a2187,u0921,h1007,0,1
a2188,u0830,h1022,0,1
a2189,u0336,h1008,0,1
a2190,u1460,h1023,1,0
a2191,u1031,h1023,0,1
a2192,u0624,h1001,0,1
a2193,u0214,h1017,1,0
a2194,u0357,h1016,0,1
a2195,u0190,h1012,0,1
a2196,u1065,h1007,0,1
a2197,u0521,h1023,0,1
a2198,u1264,h1003,1,0
a2199,u1407,h1007,0,1
a2200,u0847,h1019,0,1
a2201,u0401,h1013,0,1
a2202,u0730,h1017,0,1
a2203,u0602,h1017,0,1
a2204,u1063,h1010,0,1
a2205,u0538,h1021,0,1
a2206,u0151,h1014,0,1
a2207,u0353,h1011,0,1
a2208,u1249,h1014,0,1
a2209,u0342,h1003,1,0
a2210,u0354,h1002,0,1
a2211,u0037,h1003,0,1
a2212,u0675,h1006,0,1
a2213,u0669,h1012,1,0
a2214,u0432,h1003,0,1
a2215,u0796,h1021,0,1
a2216,u0031,h1021,1,0
a2217,u0776,h1013,0,1
a2218,u0486,h1020,0,1
a2219,u0669,h1013,1,0
a2220,u0489,h1016,0,1
a2221,u0430,h1017,0,1
a2222,u1215,h1019,1,0
a2223,u1319,h1001,0,1
a2224,u0326,h1013,0,1
a2225,u0194,h1006,0,1
a2226,u0155,h1003,0,1
a2227,u0876,h1016,0,1
a2228,u0439,h1023,0,1
a2229,u1277,h1013,0,1
a2230,u1494,h1005,0,1
a2231,u0536,h1003,0,1
a2232,u1463,h1009,0,1
a2233,u0527,h1006,0,1
a2234,u0573,h1006,0,1
a2235,u1018,h1015,0,1
a2236,u0086,h1014,0,1
a2237,u0493,h1008,1,0
a2238,u1101,h1001,0,1
a2239,u1410,h1018,0,1
a2240,u1356,h1005,0,1
a2241,u0503,h1007,0,1
a2242,u1392,h1018,0,1
a2243,u0060,h1015,0,1
a2244,u0208,h1011,0,1
a2245,u1113,h1016,1,0
a2246,u1302,h1023,0,1
a2247,u0005,h1010,0,1
a2248,u1448,h1006,0,1
a2249,u1231,h1022,0,1
a2250,u0945,h1005,0,1
a2251,u0989,h1017,0,1
a2252,u0293,h1004,0,1
a2253,u1057,h1016,1,0
a2254,u1111,h1001,0,1
a2255,u1099,h1016,0,1
a2256,u1410,h1018,0,1
a2257,u1002,h1006,0,1
a2258,u0117,h1020,0,1
a2259,u0353,h1004,1,0
a2260,u0272,h1017,0,1
a2261,u0460,h1016,1,0
a2262,u1134,h1007,0,1
a2263,u0803,h1006,0,1
a2264,u0501,h1011,1,0
a2265,u0353,h1019,1,0
a2266,u1454,h1016,0,1
a2267,u1159,h1002,1,0
a2268,u1378,h1021,0,1
a2269,u1498,h1011,0,1
a2270,u0789,h1017,0,1
a2271,u0358,h1019,0,1
a2272,u0588,h1023,1,0
a2273,u0362,h1016,0,1
a2274,u0211,h1006,1,0
a2275,u0679,h1007,1,0
a2276,u1068,h1004,0,1
a2277,u0895,h1022,1,0
a2278,u0138,h1008,1,0
a2279,u1300,h1015,0,1
a2280,u0922,h1022,0,1
a2281,u0279,h1009,0,1
a2282,u0991,h1009,1,0
a2283,u0454,h1019,0,1
a2284,u0542,h1010,1,0
a2285,u1066,h1010,0,1
a2286,u0850,h1008,1,0
a2287,u1016,h1022,0,1
a2288,u0563,h1012,0,1
a2289,u0488,h1007,0,1
a2290,u0723,h1014,0,1
a2291,u1264,h1012,0,1
a2292,u0278,h1007,0,1
a2293,u0471,h1001,1,0
a2294,u0294,h1023,1,0
a2295,u1418,h1010,1,0
a2296,u0397,h1017,0,1
a2297,u1226,h1022,0,1
a2298,u0948,h1007,0,1
a2299,u0495,h1012,0,1
a2300,u0164,h1016,1,0
a2301,u0451,h1015,0,1
a2302,u0516,h1006,0,1
a2303,u1367,h1017,0,1
a2304,u1332,h1002,0,1
a2305,u1499,h1017,0,1
a2306,u0694,h1012,1,0
a2307,u1254,h1011,0,1
a2308,u0485,h1003,1,0
a2309,u0670,h1010,0,1
a2310,u0150,h1001,0,1
a2311,u0093,h1018,0,1
a2312,u0097,h1016,0,1
a2313,u1305,h1022,0,1
a2314,u0753,h1008,0,1
a2315,u0731,h1012,1,0
a2316,u0743,h1009,1,0
a2317,u1080,h1004,0,1
a2318,u0102,h1023,0,1
a2319,u0302,h1008,0,1
a2320,u1161,h1006,0,1
a2321,u1377,h1018,0,1
a2322,u0362,h1015,0,1
a2323,u0129,h1006,0,1
a2324,u0639,h1011,1,0
a2325,u0455,h1007,0,1
a2326,u1414,h1004,0,1
a2327,u0366,h1014,0,1
a2328,u1457,h1023,0,1
a2329,u0613,h1015,0,1
a2330,u0346,h1003,0,1
a2331,u0207,h1002,1,0
a2332,u0199,h1006,1,0
a2333,u0167,h1022,1,0
a2334,u0201,h1015,0,1
a2335,u0109,h1005,0,1
a2336,u0545,h1017,0,1
a2337,u0199,h1022,1,0
a2338,u1444,h1016,0,1
a2339,u0166,h1012,1,0
a2340,u0238,h1012,1,0
a2341,u1235,h1001,0,1
a2342,u1454,h1003,0,1
a2343,u1445,h1016,0,1
a2344,u0899,h1017,0,1
a2345,u0682,h1002,0,1
a2346,u0285,h1021,0,1
a2347,u0710,h1016,1,0
a2348,u0381,h1011,0,1
a2349,u1356,h1003,0,1
a2350,u0264,h1007,0,1
a2351,u0629,h1006,0,1
a2352,u0230,h1012,0,1
a2353,u1464,h1018,0,1
a2354,u0182,h1019,1,0
a2355,u0549,h1005,0,1
a2356,u1376,h1003,0,1
a2357,u1163,h1011,0,1
a2358,u0835,h1015,0,1
a2359,u1445,h1011,0,1
a2360,u1236,h1002,1,0
a2361,u0764,h1002,0,1
a2362,u0036,h1017,0,1
a2363,u0629,h1018,0,1
a2364,u1255,h1011,0,1
a2365,u1408,h1003,0,1
a2366,u0399,h1018,0,1
a2367,u1271,h1014,1,0
a2368,u1493,h1017,0,1
a2369,u0559,h1022,1,0
a2370,u0850,h1022,0,1
a2371,u1320,h1017,0,1
a2372,u0499,h1003,0,1
a2373,u0242,h1002,1,0
a2374,u0374,h1014,1,0
a2375,u0597,h1005,0,1
a2376,u0794,h1018,1,0
a2377,u0435,h1010,1,0
a2378,u0661,h1011,0,1
a2379,u1276,h1006,1,0
a2380,u1187,h1023,1,0
a2381,u0493,h1003,0,1
a2382,u0628,h1013,0,1
a2383,u0755,h1018,1,0
a2384,u0760,h1015,0,1
a2385,u0924,h1022,0,1
a2386,u1192,h1006,0,1
a2387,u0783,h1006,0,1
a2388,u0186,h1012,0,1
a2389,u0550,h1015,0,1
a2390,u0731,h1018,0,1
a2391,u1379,h1014,1,0
a2392,u0049,h1018,0,1
a2393,u0547,h1004,0,1
a2394,u1438,h1022,0,1
a2395,u1307,h1010,0,1
a2396,u0621,h1012,1,0
a2397,u0656,h1019,1,0
a2398,u1345,h1019,1,0
a2399,u0738,h1008,0,1
a2400,u0091,h1022,0,1
a2401,u1152,h1016,0,1
a2402,u1300,h1002,1,0
a2403,u1096,h1016,0,1
a2404,u0443,h1020,0,1
a2405,u1134,h1010,0,1
a2406,u1327,h1014,0,1
a2407,u0702,h1015,1,0
a2408,u0142,h1013,0,1
a2409,u0610,h1007,0,1
a2410,u0911,h1020,0,1
a2411,u0381,h1021,0,1
a2412,u1113,h1001,0,1
a2413,u0262,h1018,0,1
a2414,u1305,h1012,0,1
a2415,u1044,h1014,0,1
a2416,u0061,h1001,0,1
a2417,u0445,h1004,1,0
a2418,u0348,h1002,1,0
a2419,u0113,h1010,0,1
a2420,u0147,h1013,0,1
a2421,u0763,h1023,0,1
a2422,u0155,h1010,0,1
a2423,u0416,h1003,0,1
a2424,u0735,h1019,0,1
a2425,u0104,h1018,0,1
a2426,u0802,h1010,1,0
a2427,u0342,h1018,0,1
a2428,u1296,h1004,1,0
a2429,u0145,h1006,0,1
a2430,u0878,h1017,0,1
a2431,u0355,h1011,0,1
a2432,u1422,h1004,0,1
a2433,u0515,h1015,0,1
a2434,u0971,h1023,0,1
a2435,u1200,h1022,1,0
a2436,u1151,h1005,0,1
a2437,u0167,h1011,0,1
a2438,u1284,h1010,0,1
a2439,u0705,h1010,0,1
a2440,u0898,h1002,0,1
a2441,u0785,h1010,1,0
a2442,u0443,h1014,0,1
a2443,u1496,h1001,0,1
a2444,u0908,h1002,0,1
a2445,u0864,h1010,0,1
a2446,u1433,h1015,0,1
a2447,u0462,h1008,1,0
a2448,u1026,h1011,1,0
a2449,u1446,h1001,1,0
a2450,u0265,h1003,0,1
a2451,u0105,h1014,0,1
a2452,u1476,h1007,0,1
a2453,u0727,h1003,0,1
a2454,u0388,h1006,0,1
a2455,u0452,h1011,1,0
a2456,u1059,h1017,0,1
a2457,u0099,h1006,1,0
a2458,u0053,h1010,0,1
a2459,u0243,h1007,0,1
a2460,u0173,h1008,0,1
a2461,u1134,h1021,0,1
a2462,u0797,h1018,1,0
a2463,u1202,h1018,0,1
a2464,u1270,h1001,1,0
a2465,u0983,h1018,1,0
a2466,u1136,h1023,0,1
a2467,u0529,h1010,1,0
a2468,u0722,h1015,0,1
a2469,u0019,h1001,0,1
a2470,u0299,h1011,0,1
a2471,u0949,h1021,0,1
a2472,u0890,h1003,0,1
a2473,u0366,h1015,1,0
a2474,u0384,h1022,1,0
a2475,u0981,h1004,0,1
a2476,u0120,h1006,1,0
a2477,u1029,h1005,0,1
a2478,u1333,h1018,0,1
a2479,u0154,h1012,1,0
a2480,u0992,h1012,0,1
a2481,u0024,h1009,0,1
a2482,u1431,h1019,0,1
a2483,u0991,h1001,0,1
a2484,u0737,h1021,0,1
a2485,u0326,h1005,1,0
a2486,u0398,h1007,1,0
a2487,u0701,h1010,0,1
a2488,u1086,h1018,0,1
a2489,u0251,h1003,0,1
a2490,u0432,h1004,0,1
a2491,u0653,h1013,1,0
a2492,u0547,h1002,0,1
a2493,u0984,h1023,0,1
a2494,u0554,h1011,0,1
a2495,u0302,h1019,0,1
a2496,u1147,h1016,0,1
a2497,u1246,h1020,0,1
a2498,u0383,h1011,0,1
a2499,u0145,h1011,0,1
a2500,u0021,h1010,0,1
a2501,u1414,h1015,0,1
a2502,u1113,h1009,1,0
a2503,u1459,h1007,1,0
a2504,u1095,h1011,0,1
a2505,u1100,h1014,1,0
a2506,u0617,h1017,1,0
a2507,u0865,h1002,1,0
a2508,u1260,h1012,0,1
a2509,u1089,h1021,1,0
a2510,u0238,h1016,1,0
a2511,u1473,h1012,0,1
a2512,u1076,h1021,0,1
a2513,u0864,h1017,0,1
a2514,u0853,h1014,0,1
a2515,u1484,h1015,0,1
a2516,u0843,h1006,1,0
a2517,u0146,h1014,1,0
a2518,u0728,h1008,0,1
a2519,u0577,h1011,0,1
a2520,u0460,h1016,0,1
a2521,u1093,h1015,0,1
a2522,u0047,h1009,0,1
a2523,u0785,h1008,0,1
a2524,u0657,h1018,0,1
a2525,u0063,h1013,0,1
a2526,u1121,h1019,0,1
a2527,u0433,h1023,1,0
a2528,u0374,h1004,0,1
a2529,u0764,h1007,0,1
a2530,u1368,h1006,0,1
a2531,u0364,h1015,0,1
a2532,u0759,h1021,1,0
a2533,u0697,h1015,1,0
a2534,u1438,h1019,1,0
a2535,u1121,h1005,0,1
a2536,u0928,h1013,1,0
a2537,u1024,h1005,0,1
a2538,u0741,h1009,0,1
a2539,u0618,h1018,0,1
a2540,u1126,h1023,0,1
a2541,u0543,h1019,0,1
a2542,u1106,h1022,0,1
a2543,u0953,h1011,0,1
a2544,u0988,h1008,0,1
a2545,u1370,h1023,1,0
a2546,u1003,h1022,0,1
a2547,u0105,h1023,0,1
a2548,u1295,h1016,0,1
a2549,u1399,h1019,1,0
a2550,u1237,h1021,1,0
a2551,u1200,h1007,0,1
a2552,u0865,h1007,0,1
a2553,u0737,h1020,0,1
a2554,u1017,h1018,1,0
a2555,u0757,h1010,1,0
a2556,u1266,h1013,1,0
a2557,u0940,h1012,0,1
a2558,u1153,h1006,0,1
a2559,u1377,h1006,0,1
a2560,u0778,h1007,0,1
a2561,u1373,h1022,1,0
a2562,u0900,h1020,1,0
a2563,u0342,h1021,1,0
a2564,u1324,h1021,0,1
a2565,u0712,h1023,0,1
a2566,u0967,h1016,0,1
a2567,u1410,h1010,1,0
a2568,u0432,h1006,0,1
a2569,u0973,h1023,0,1
a2570,u0574,h1020,0,1
a2571,u0770,h1023,1,0
a2572,u1165,h1005,0,1
a2573,u0226,h1008,0,1
a2574,u0418,h1002,0,1
a2575,u0033,h1010,0,1
a2576,u0663,h1012,0,1
a2577,u0338,h1005,0,1
a2578,u0978,h1005,1,0
a2579,u1313,h1018,0,1
a2580,u1359,h1013,0,1
a2581,u0677,h1011,1,0
a2582,u0949,h1023,0,1
a2583,u0430,h1001,0,1
a2584,u1206,h1010,0,1
a2585,u0961,h1018,0,1
a2586,u1019,h1005,0,1
a2587,u0442,h1010,1,0
a2588,u0812,h1005,0,1
a2589,u0704,h1009,0,1
a2590,u0052,h1011,0,1
a2591,u0822,h1005,0,1
a2592,u0872,h1006,0,1
a2593,u0082,h1023,0,1
a2594,u1286,h1010,1,0
a2595,u0515,h1019,1,0
a2596,u1096,h1007,0,1
a2597,u0742,h1002,0,1
a2598,u0899,h1011,1,0
a2599,u0927,h1007,0,1
a2600,u1441,h1019,0,1
a2601,u1086,h1011,0,1
a2602,u1255,h1012,0,1
a2603,u1359,h1003,0,1
a2604,u0515,h1010,0,1
a2605,u0170,h1011,0,1
a2606,u1233,h1020,0,1
a2607,u0999,h1009,0,1
a2608,u0662,h1017,1,0
a2609,u0298,h1012,1,0
a2610,u0121,h1021,0,1
a2611,u0088,h1006,0,1
a2612,u0149,h1012,0,1
a2613,u0987,h1014,0,1
a2614,u1491,h1003,0,1
a2615,u0102,h1007,1,0
a2616,u1498,h1021,1,0
a2617,u0486,h1023,0,1
